"annotation_id"	"annotator"	"assigned"	"cause"	"cost-push-time"	"cost-time"	"counter-narrative"	"created_at"	"demand-time"	"effect"	"expect-time"	"fiscal-time"	"govt-time"	"id"	"international-time"	"lead_time"	"monetary-time"	"narrative-type"	"other-cause-time"	"other-effect-time"	"purchase-time"	"rates-time"	"redistribution-time"	"savings-time"	"social-time"	"supply-time"	"temporality"	"text"	"trade-time"	"uncertain-time"	"updated_at"	"wage-time"
1728	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:33:02.280143Z"	""	""	""	""	""	3538590	""	20.258	""	"none"	""	""	""	""	""	""	""	""	""	"To avoid the tax , an employer would have to keep plan costs below the threshold and contain growth in costs over time to no more than inflation ."	""	""	"2024-04-22T23:33:02.280173Z"	""
1729	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:33:21.681212Z"	""	""	""	""	""	1128241	""	16.328	""	"none"	""	""	""	""	""	""	""	""	""	"The game 's content has evolved through the years , reflecting changing social values , inflation , and new standards of political correctness ."	""	""	"2024-04-22T23:33:21.681231Z"	""
1730	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:33:49.076426Z"	""	"savings"	""	""	""	860265	""	24.559	""	"effect"	""	""	""	""	""	"present"	""	""	"present"	""" There are a number of ways investors can look to take advantage of the inflation-hedging properties of TIPS without locking in current low yields , "" Mihir wrote ."	""	""	"2024-04-22T23:33:49.076445Z"	""
1731	"1"	"mh*"	""	"present"	""	"normal-narrative"	"2024-04-22T23:35:53.072028Z"	""	"{""choices"":[""trade"",""cost-push"",""present""]}"	""	""	""	19924645	""	120.596	""	"{""choices"":[""effect"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Businesses serving British consumers are suffering compared with export-focused manufacturers , as the weaker exchange rate and higher inflation following last year 's vote to leave the European Union feeds through the economy ."	"present"	""	"2024-04-22T23:35:53.072050Z"	""
1732	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:36:05.549232Z"	""	""	""	""	""	19773066	""	9.203	""	"none"	""	""	""	""	""	""	""	""	""	"The State of the Macro Picture  Now let 's move on to the market 's "" external factors "" - the indicators designed to tell us the state of the big-picture market drivers including monetary conditions , the economy , inflation , and valuations ."	""	""	"2024-04-22T23:36:05.549250Z"	""
1733	"1"	"mh*"	""	""	"present"	"normal-narrative"	"2024-04-22T23:37:01.318253Z"	""	"{""choices"":[""purchase"",""cost"",""present""]}"	""	""	""	9133047	""	52.667	""	"{""choices"":[""effect"",""foreign""]}"	""	""	"present"	""	""	""	""	""	"present"	"With national income going down , and prices going up under triple-digit inflation in Venezuela , these complaints are by no means frivolous ."	""	""	"2024-04-22T23:37:01.318275Z"	""
1734	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:37:09.049399Z"	""	""	""	""	""	31493969	""	4.346	""	"none"	""	""	""	""	""	""	""	""	""	"Predator - Requiem "" faring the worst at $53 million after inflation ."	""	""	"2024-04-22T23:37:09.049419Z"	""
1735	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:37:19.787126Z"	""	""	""	""	""	25370023	""	7.342	""	"none"	""	""	""	""	""	""	""	""	""	"Navigation  Flash estimate of the Consumer Price Index ( CPI )  According to the flash estimate issued by the INE , the annual inflation of the CPI in June 2018 was 2.3% ."	""	""	"2024-04-22T23:37:19.787146Z"	""
1736	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:38:13.460183Z"	""	""	""	""	""	32108935	""	50.398	""	"none"	""	""	""	""	""	""	""	""	""	"On the other hand , when system-wide debt is high , interest rates run into the zero bound , and measured inflation is very low , monetary policy runs out of ammo ."	""	""	"2024-04-22T23:38:13.460212Z"	""
1737	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:38:23.671751Z"	""	""	""	""	""	712592	""	7.203	""	"none"	""	""	""	""	""	""	""	""	""	"Instead it is easier by far to teach soft classes in the humanities and social ( or socialist ) studies and hand out "" feel good "" positive reinforcement grades with grade inflation ."	""	""	"2024-04-22T23:38:23.671771Z"	""
1738	"1"	"mh*"	"supply"	""	""	"normal-narrative"	"2024-04-22T23:38:59.598947Z"	""	""	""	""	""	8656033	""	33.071	""	"cause"	""	""	""	""	""	""	""	"past"	"past"	"On a comparable basis , sales grew 2.7% as inflation rose due to severe drought conditions in Australia . ("	""	""	"2024-04-22T23:38:59.598966Z"	""
1739	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:39:31.284689Z"	""	"rates"	""	""	""	89508351	""	28.493	""	"{""choices"":[""effect"",""foreign""]}"	""	""	""	"present"	""	""	""	""	"present"	"See related article : S.Korea finance minister nominee wants to delay crypto tax for two years Fast facts A 20% tax on crypto asset gains was scheduled to ...  BENGALURU ( Reuters ) -The Philippine central bank will raise rates by a modest 25 basis points for a second straight meeting in June , opting to move more slowly than its global peers in an attempt to cool soaring inflation , a Reuters poll forecast ."	""	""	"2024-04-22T23:39:31.284709Z"	""
1740	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:39:41.829280Z"	""	""	""	""	""	89468768	""	7.172	""	"none"	""	""	""	""	""	""	""	""	""	"After adjusting for inflation , goods exports were the highest since December 2020 , the last month before the Brexit transition ended ."	""	""	"2024-04-22T23:39:41.829300Z"	""
1741	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:39:51.895437Z"	""	""	""	""	""	470115	""	6.704	""	"none"	""	""	""	""	""	""	""	""	""	"Go Daddy 's valuation of $4.1bn is based on a deal in 2011 ( adjusted for both inflation and computer growth ) , which reportedly amounted to $2.25bn for 65% of the company ."	""	""	"2024-04-22T23:39:51.895457Z"	""
1742	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:40:03.189341Z"	""	""	""	""	""	2675556	""	6.583	""	"none"	""	""	""	""	""	""	""	""	""	"But adjust the figures for inflation and film phenomenon The Exorcist makes the cut at number nine ."	""	""	"2024-04-22T23:40:03.189361Z"	""
1743	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:40:12.135007Z"	""	""	""	""	""	22267969	""	8.190999999999999	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	""	"Inflation could reach 2,300 percent next year , the International Monetary Fund warned in October ."	""	""	"2024-04-22T23:40:20.334748Z"	""
1744	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:41:15.549747Z"	""	"social"	""	""	""	94508604	""	52.112	""	"effect"	""	""	""	""	""	""	"present"	""	"future"	"While inflation fears persist and many economists predict a recession , the administration seized upon the **29;828;TOOLONG growth figures ."	""	""	"2024-04-22T23:41:15.549768Z"	""
1745	"1"	"mh*"	"wage"	""	""	"normal-narrative"	"2024-04-22T23:41:54.969903Z"	""	""	""	""	""	70684663	""	36.252	""	"cause"	""	""	""	""	""	""	""	""	"present"	"As such , wage pressure may limit the degree to which inflation can decelerate cyclically ."	""	""	"2024-04-22T23:41:54.969922Z"	"present"
1746	"1"	"mh*"	""	"future"	""	"normal-narrative"	"2024-04-22T23:43:22.722349Z"	""	"{""choices"":[""cost-push"",""govt""]}"	""	""	"future"	964630	""	84.605	""	"effect"	""	""	""	""	""	""	""	""	"present"	"Delays will undoubtedly lead to higher costs for taxpayers as defects worsen and repair costs rise due to inflation , "" it reads ."	""	""	"2024-04-22T23:43:22.722369Z"	""
1747	"1"	"mh*"	"monetary"	""	""	"normal-narrative"	"2024-04-22T23:44:00.533542Z"	""	""	""	""	""	3629292	""	33.639	"present"	"{""choices"":[""cause"",""foreign""]}"	""	""	""	""	""	""	""	""	"future"	""" I believe the active monetary policy currently being implemented by Mario Draghi is the right one to bring inflation close to 2 percent , "" Villeroy said at the hearing . """	""	""	"2024-04-22T23:44:00.533563Z"	""
1748	"1"	"mh*"	"monetary"	""	""	"normal-narrative"	"2024-04-22T23:44:49.462436Z"	""	""	""	""	""	8653686	""	45.836	"general"	"cause"	""	""	""	""	""	""	""	""	"general"	"Unconventional easing is above all an expectations game , where it is necessary to shock markets again and again , until they have no reason to question a central bank 's commitment to its inflation target ."	""	""	"2024-04-22T23:44:49.462455Z"	""
1749	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:44:58.997419Z"	""	""	""	""	""	19052029	""	5.965	""	"none"	""	""	""	""	""	""	""	""	""	"The pilot 's pre-flight routine included poking the tires to ensure proper inflation ."	""	""	"2024-04-22T23:44:58.997437Z"	""
1750	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:45:07.085298Z"	""	""	""	""	""	3743936	""	3.89	""	"none"	""	""	""	""	""	""	""	""	""	"This cluster -- any movie with less than a 40 percent fresh rating on Rotten Tomatoes and a $100 million inflation-adjusted box office -- includes a lot of Bullock 's early roles ."	""	""	"2024-04-22T23:45:07.085326Z"	""
1751	"1"	"mh*"	"monetary"	""	""	"counter_narrative"	"2024-04-22T23:45:39.856934Z"	""	""	""	""	""	3446908	""	29.758	"past"	"cause"	""	""	""	""	""	""	""	""	"past"	"Rajan has performed well with policy and leadership of the RBI ; however , the successes from taming inflation can be attributed to luck ."	""	""	"2024-04-22T23:45:39.856954Z"	""
1752	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-22T23:45:52.638386Z"	""	""	""	""	""	70155282	""	9.24	""	"none"	""	""	""	""	""	""	""	""	""	"According to the forecast by Future Market Insights , the global automatic tire inflation system market is anticipated to project a revenue of over US$ 1,500 Mn in 2017 and grow at a steady CAGR of 5.6% during the 10 year period 2017-2027 ."	""	""	"2024-04-22T23:45:52.638436Z"	""
1753	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:46:17.018036Z"	""	""	""	""	""	95772786	""	92.753	""	"none"	""	""	""	""	""	""	""	""	""	"But with the green energy provisions of the Inflation Reduction Act , the Biden administration is as protectionist as the Trump administration ."	""	""	"2024-04-23T01:46:17.018061Z"	""
1754	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:46:34.002168Z"	""	""	""	""	""	161601	""	13.812	""	"none"	""	""	""	""	""	""	""	""	""	"So not surprisingly , for the last twenty years or more , low and stable inflation is exactly what the country got ."	""	""	"2024-04-23T01:46:34.002188Z"	""
1755	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:47:02.516432Z"	""	"savings"	""	""	""	87539459	""	25.197	""	"effect"	""	""	""	""	""	"present"	""	""	"future"	"Markets will be looking for more color on discussions surrounding inflation risks ."	""	""	"2024-04-23T01:47:02.516453Z"	""
1756	"1"	"mh*"	"monetary"	""	"present"	"normal-narrative"	"2024-04-23T01:48:25.260133Z"	""	"cost"	""	""	""	655557	""	84.212	"present"	"{""choices"":[""cause"",""effect"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Skyrocketing prices of onion , rice and other food items are threatening to jeopardize Reserve Bank of India Governor Raghuram Rajan 's efforts to curb stubborn inflation and revive an economy that is set to record its slowest pace of growth in a decade this year ."	""	""	"2024-04-23T01:48:33.366151Z"	""
1757	"1"	"mh*"	""	""	""	"counter_narrative"	"2024-04-23T01:49:32.505111Z"	""	"rates"	""	""	""	71056419	""	55.293	""	"effect"	""	""	""	"present"	""	""	""	""	"present"	"Now he 's demanding rate cuts , even though the unemployment rate is much lower and inflation at least a bit higher ."	""	""	"2024-04-23T01:49:32.505133Z"	""
1758	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:49:39.118311Z"	""	""	""	""	""	3538590	""	3.144	""	"none"	""	""	""	""	""	""	""	""	""	"To calculate the HCPT thresholds , we assumed that inflation increase annually by 2.7 percent between 2018 and 2028 ."	""	""	"2024-04-23T01:49:39.118333Z"	""
1759	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:50:16.530395Z"	""	""	""	""	""	744610	""	34.131	""	"none"	""	""	""	""	""	""	""	""	""	"So I think we have to first realize that on the macroeconomic view it 's a sector , which like dentistry or medicine , is traditionally going to be above the rate of inflation in its cost increases because of the way it 's delivering ."	""	""	"2024-04-23T01:50:16.530416Z"	""
1760	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:50:30.029577Z"	""	""	""	""	""	88455010	""	9.03	""	"none"	""	""	""	""	""	""	""	""	""	"Each pinched-off island universe would be separated by a vast gulf of nothingness , with the islands flying away from each other faster than light ( because that 's what inflation does ) ."	""	""	"2024-04-23T01:50:30.029619Z"	""
1761	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:51:00.988664Z"	""	""	""	""	""	31631549	""	26.15	""	"none"	""	""	""	""	""	""	""	""	""	"In November 2019 , the amount required for investment was raised to $1.8 million and $900,000 as a minimum in some areas , to account for inflation , the first increase since 1990 ."	""	""	"2024-04-23T01:51:00.988684Z"	""
1762	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:51:50.650606Z"	""	"trade"	""	""	""	7610483	""	45.443	""	"{""choices"":[""effect"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Related News  AUD/USD is seen extending its corrective slide from eight-month peaks , and now drops further below 0.75 handle as markets prefer to capitalize the previous rally ahead of the crucial Chinese inflation numbers ."	"present"	""	"2024-04-23T01:51:50.650627Z"	""
1763	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:52:12.941247Z"	""	"rates"	""	""	""	177215	""	18.708	""	"effect"	""	""	""	"present"	""	""	""	""	"present"	"The Fed is leaving its key interest rate near zero while it tries to reduce unemployment below 6.5 percent and hold inflation below 2.5 percent ."	""	""	"2024-04-23T01:52:12.941270Z"	""
1764	"1"	"mh*"	"demand"	""	""	"normal-narrative"	"2024-04-23T01:53:01.182837Z"	"general"	""	""	""	""	649624	""	44.678	""	"cause"	""	""	""	""	""	""	""	""	"general"	"In the years before the financial crisis , financial excess propped the economy up without ever getting to the kind of excess demand that would push unemployment down to unsustainably low levels and cause higher inflation ."	""	""	"2024-04-23T01:53:01.182868Z"	""
1765	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:53:17.621150Z"	""	""	""	""	""	2228383	""	12.465	""	"none"	""	""	""	""	""	""	""	""	""	"The U.S. earned the best score for affordability of food , which was based on relative food prices and the volatility of food price inflation ."	""	""	"2024-04-23T01:53:17.621171Z"	""
1766	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:54:42.832224Z"	""	""	""	""	""	14601	""	82.296	""	"none"	""	""	""	""	""	""	""	""	""	"Berger said she stopped accepting new Medicaid patients in her practice because related paperwork proved onerous and government payments , which have not kept up with inflation , were not quickly forthcoming ."	""	""	"2024-04-23T01:54:42.832246Z"	""
1767	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T01:56:48.447415Z"	""	""	""	""	""	18100033	""	112.708	""	"none"	""	""	""	""	""	""	""	""	""	"The survey also found that 91 percent of those polled expect rising or unchanged inflation-adjusted sales in the second quarter ."	""	""	"2024-04-23T01:56:48.447436Z"	""
1768	"1"	"mh*"	"{""choices"":[""monetary"",""other-cause"",""past""]}"	""	""	"normal-narrative"	"2024-04-23T02:00:47.152127Z"	""	""	""	""	""	16923363	""	235.544	"past"	"cause"	"past"	""	""	""	""	""	""	""	"past"	"Of this specific period , Friedman and co-author Anna Schwartz found inflation to be somewhat less than it might have been , perhaps should have been , in relation to gold and money conditions ."	""	""	"2024-04-23T02:00:47.152147Z"	""
1769	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:03:35.023732Z"	""	""	""	""	""	693952	""	154.284	""	"none"	""	""	""	""	""	""	""	""	""	"Unfortunately , it 's easier to see a crash landing instead of a glide path , given today 's low yields , rising inflation , and looming sovereign risk ."	""	""	"2024-04-23T02:03:35.023761Z"	""
1770	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:05:16.088271Z"	""	"savings"	""	""	""	83169441	""	97.536	""	"effect"	""	""	""	""	""	"present"	""	""	"general"	"Why clients should consider a retirement checkupClients are advised to review their retirement portfolio , as they could end up with less than what they have as a result of taxes and inflation , according to this article in Kiplinger ."	""	""	"2024-04-23T02:05:16.088295Z"	""
1771	"1"	"mh*"	"other-cause"	""	""	"normal-narrative"	"2024-04-23T02:05:58.518825Z"	""	""	""	""	""	73740987	""	39.033	""	"cause"	"present"	""	""	""	""	""	""	""	"future"	"In remarks prepared in advance of congressional testimony Tuesday , Federal Reserve Chair Jerome Powell warned that the recent rise in coronavirus cases in the United States and the emergence of omicron "" pose downside risks to employment and economic activity and increased uncertainty for inflation . """	""	""	"2024-04-23T02:05:58.518848Z"	""
1772	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:06:04.695945Z"	""	""	""	""	""	31774579	""	2.558	""	"none"	""	""	""	""	""	""	""	""	""	"In the later inflation , on the other hand , the effects are all bad ."	""	""	"2024-04-23T02:06:04.695965Z"	""
1773	"1"	"mh*"	"monetary"	""	""	"normal-narrative"	"2024-04-23T02:06:53.474453Z"	""	""	""	""	""	14396760	""	34.155	"general"	"cause"	""	""	""	""	""	""	""	""	"general"	"The Federal Reserve has a goal of 2 percent inflation ."	""	""	"2024-04-23T02:06:53.474478Z"	""
1774	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:07:24.325091Z"	""	"savings"	""	""	""	1117902	""	21.077	""	"effect"	""	""	""	""	""	"general"	""	""	"general"	"When people see less growth ( less reason go invest ) and less inflation ( less chance of their money getting eaten away ) they 're content to buy a fixed income security that will pay the same amount every year for several years in the future ."	""	""	"2024-04-23T02:07:24.325113Z"	""
1775	"1"	"mh*"	"monetary"	""	""	"normal-narrative"	"2024-04-23T02:08:09.586308Z"	""	""	""	""	""	86983075	""	41.68	"present"	"cause"	""	""	""	""	""	""	""	""	"future"	"Biden 's treasury secretary , Janet Yellen , has said the inflation concern needed to take a back seat to worries about not spending enough money to fix the economy ."	""	""	"2024-04-23T02:08:09.586329Z"	""
1776	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:09:04.655893Z"	""	"rates"	""	""	""	2539261	""	51.962	""	"effect"	""	""	""	"general"	""	""	""	""	"general"	"As I 've written before , this is not only incorrect , but an ethically dubious position to hold , given the awful reality of mass unemployment , the minor and arguably positive effects of a little inflation , and the strong tools in the Federal Reserve 's arsenal to control inflation should it get too high ."	""	""	"2024-04-23T02:09:04.655915Z"	""
1777	"1"	"mh*"	"wage"	""	""	"normal-narrative"	"2024-04-23T02:09:10.276923Z"	""	""	""	""	""	88301617	""	26.531	""	"cause"	""	""	""	""	""	""	""	""	"general"	"Do Americans care more about job growth or inflation ?"	""	""	"2024-04-23T02:09:37.423004Z"	"general"
1778	"1"	"mh*"	"expect"	""	""	"normal-narrative"	"2024-04-23T02:10:29.005706Z"	""	""	"present"	""	""	2955117	""	47.959	""	"cause"	""	""	""	""	""	""	""	""	"future"	"December headline inflation sank to its lowest levels since 1999 and deflationary risks are high with inflation expectations among consumers over the next year at a record low , official data showed last month ."	""	""	"2024-04-23T02:10:29.005724Z"	""
1779	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:10:53.644300Z"	""	"govt"	""	""	"present"	16741782	""	21.072	""	"effect"	""	""	""	""	""	""	""	""	"present"	"But they 'll decrease the funding or more subtly decrease funding by ignoring inflation ."	""	""	"2024-04-23T02:10:53.644320Z"	""
1780	"1"	"mh*"	"{""choices"":[""supply"",""present"",""international""]}"	""	""	"normal-narrative"	"2024-04-23T02:11:46.263443Z"	""	""	""	""	""	3491081	"present"	49.315	""	"{""choices"":[""cause"",""foreign""]}"	""	""	""	""	""	""	""	"present"	"present"	"Low oil , food and imported goods prices account for much of the drag on inflation , according to Carney ."	""	""	"2024-04-23T02:11:46.263474Z"	""
1781	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:11:56.022569Z"	""	""	""	""	""	1014412	""	5.623	""	"none"	""	""	""	""	""	""	""	""	""	"So the real price of each plane in a single order can differ significantly due to inflation ."	""	""	"2024-04-23T02:11:56.022595Z"	""
1782	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:12:01.794797Z"	""	""	""	""	""	86096081	""	2.389	""	"none"	""	""	""	""	""	""	""	""	""	"CardiacSense1 senses the radial artery inflation and deflation and together with a PPG sensors give an ultimate performance that is superior to PPG only ."	""	""	"2024-04-23T02:12:01.794822Z"	""
1783	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:12:08.397035Z"	""	""	""	""	""	1167521	""	3.283	""	"none"	""	""	""	""	""	""	""	""	""	"In 1980 , it cost an average of about $56,000 ( adjusting for inflation ) to attend a university for four years ."	""	""	"2024-04-23T02:12:08.397077Z"	""
1784	"1"	"mh*"	"demand"	""	""	"normal-narrative"	"2024-04-23T02:13:24.725341Z"	"past"	""	""	""	""	19491581	""	72.695	""	"cause"	""	""	""	""	""	""	""	""	"past"	"Optimism in Financial Markets Fails to Show in Real Economy  Though stocks have been hitting records and big U.S. banks reported stronger-than-expected earnings Friday , consumers pulled back their spending at midyear and became less optimistic about the future , while inflation on consumer purchases softened ."	""	""	"2024-04-23T02:13:24.725360Z"	""
1785	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:13:29.862314Z"	""	""	""	""	""	92495850	""	1.911	""	"none"	""	""	""	""	""	""	""	""	""	"The PCE index tends to show a lower inflation level than CPI ."	""	""	"2024-04-23T02:13:29.862334Z"	""
1786	"1"	"mh*"	"wage"	""	""	"normal-narrative"	"2024-04-23T02:13:49.217952Z"	""	""	""	""	""	7000434	""	16.326	""	"cause"	""	""	""	""	""	""	""	""	"future"	"Investors will be particularly sensitive to wage growth as the Federal Reserve is appears to be putting much stock in the idea that a tighter labor market will push wages up , and this will lift core inflation over time ."	""	""	"2024-04-23T02:13:49.217971Z"	"future"
1787	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:13:54.687137Z"	""	""	""	""	""	1065684	""	1.867	""	"none"	""	""	""	""	""	""	""	""	""	"If you are lucky , there will be inflation and you wont need it ."	""	""	"2024-04-23T02:13:54.687173Z"	""
1788	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:14:16.093430Z"	""	""	""	""	""	85799603	""	15.802	""	"none"	""	""	""	""	""	""	""	""	""	"The University of Michigan 's survey for 5-10-year inflation was confirmed at 2.7% in August , matching the high for the year ."	""	""	"2024-04-23T02:14:16.093450Z"	""
1789	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:14:36.193857Z"	""	""	""	""	""	157055	""	3.631	""	"none"	""	""	""	""	""	""	""	""	""	"That allowed photons to travel unimpeded through space , in a pattern that carried the echoes of inflation ."	""	""	"2024-04-23T02:14:36.193875Z"	""
1790	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:14:50.181304Z"	""	""	""	""	""	26093291	""	10.78	""	"none"	""	""	""	""	""	""	""	""	""	"Actually , Obama 's first three defence budgets were larger when adjusted for inflation , according to Todd Harrison at the Washington-based Center for Strategic and International Studies ."	""	""	"2024-04-23T02:14:50.181322Z"	""
1791	"1"	"mh*"	"supply"	""	"past"	"normal-narrative"	"2024-04-23T02:16:14.940312Z"	""	"{""choices"":[""cost"",""social"",""past""]}"	""	""	""	70621907	""	81.447	""	"{""choices"":[""cause"",""effect""]}"	""	""	""	""	""	""	"past"	"past"	"past"	"Americans were confronted by double-digit inflation , soaring meat and oil prices , and lines of angry motorists at gasoline stations ."	""	""	"2024-04-23T02:16:14.940331Z"	""
1792	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:16:48.534574Z"	""	""	""	""	""	2705165	""	30.256	""	"none"	""	""	""	""	""	""	""	""	""	"Seventy-three percent of Americans support raising the minimum wage to $10 per hour and indexing it to inflation , according to a recent poll ."	""	""	"2024-04-23T02:16:48.534593Z"	""
1793	"1"	"mh*"	""	""	"present"	"normal-narrative"	"2024-04-23T02:17:07.017583Z"	""	"{""choices"":[""cost"",""present"",""govt""]}"	""	""	"present"	92339276	""	66.974	""	"effect"	""	""	""	""	""	""	""	""	"present"	"Thousands of low-income Florida families are expected to receive relief checks to help offset inflation costs ."	""	""	"2024-04-23T02:18:02.655381Z"	""
1794	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:18:12.002386Z"	""	""	""	""	""	31453726	""	5.944	""	"none"	""	""	""	""	""	""	""	""	""	"AB 1482 limits annual rent increases to 5% per year plus the cost of inflation , which was 4% in the Bay Area as of April ."	""	""	"2024-04-23T02:18:12.002407Z"	""
1795	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:24:37.581601Z"	""	""	""	""	""	70656297	""	382.215	""	"none"	""	""	""	""	""	""	""	""	""	"Note that they stopped widening in 2015 as wage inflation began to bite ."	""	""	"2024-04-23T02:24:37.581630Z"	""
1796	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:25:19.617704Z"	""	"rates"	""	""	""	89800778	""	38.762	""	"effect"	""	""	""	"past"	""	""	""	""	"past"	"The crazy currents we 've seen in recent weeks have been a recipe for confusion -- a bear turned into a bullish rally , inflation hit a 40+ year peak and then pulled back , the Federal Reserve made some of the most aggressive rate hikes in its history before sounding a dovish note ."	""	""	"2024-04-23T02:25:19.617727Z"	""
1797	"1"	"mh*"	"other-cause"	""	""	"normal-narrative"	"2024-04-23T02:25:53.401288Z"	""	""	""	""	""	207951	""	30.186	""	"cause"	"general"	""	""	""	""	""	""	""	"general"	"In reality , any effort to mobilize all that metallic wealth will lead to inflation rather than the ability to mobilize vast quantities of real resources ."	""	""	"2024-04-23T02:25:53.401308Z"	""
1798	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:26:18.626211Z"	""	""	""	""	""	547926	""	21.886	""	"none"	""	""	""	""	""	""	""	""	""	"So , if you want to reduce the sequence-of-return risk consider withdrawing a constant -- not adjusted-for-inflation -- percentage from your nest egg . """	""	""	"2024-04-23T02:26:18.626229Z"	""
1799	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:26:46.389732Z"	""	"savings"	""	""	""	31692539	""	24.568	""	"effect"	""	""	""	""	""	"present"	""	""	"future"	"The bond market expects slow growth and very low inflation for years to come ."	""	""	"2024-04-23T02:26:46.389764Z"	""
1800	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:27:19.892727Z"	""	"{""choices"":[""rates"",""past"",""govt""]}"	""	""	"past"	699833	""	46.218	""	"effect"	""	""	""	"past"	""	""	""	""	"past"	"This shift in the regulatory environment is key as well as the rise of interest rates more generally in the economy during the inflation of the late 1970s ."	""	""	"2024-04-23T02:27:39.204159Z"	""
1801	"1"	"mh*"	""	""	""	"normal-narrative"	"2024-04-23T02:27:52.849358Z"	""	""	""	""	""	17649564	""	9.919	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	""	"Whereas inflation in the United States has moved from 0.8% in July to its current level of 2.7% year over year , Japan has actually seen negative inflation numbers during that time ."	""	""	"2024-04-23T02:27:52.849379Z"	""
1802	"1"	"mh*"	"expect"	""	""	"normal-narrative"	"2024-04-23T02:28:17.794643Z"	""	""	"past"	""	""	90099655	""	21.646	""	"cause"	""	""	""	""	""	""	""	""	"past"	"In a "" low-inflation regime "" , the norm before the pandemic , no one paid much attention to prices , ensuring they did not rise quickly ."	""	""	"2024-04-23T02:28:17.794665Z"	""
1803	"1"	"mh*"	"monetary"	""	""	"normal-narrative"	"2024-04-23T02:29:46.326914Z"	""	""	""	""	""	2891904	""	85.23	"present"	"{""choices"":[""cause"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Central banks have turned to unconventional policies to mitigate the constraint of the ZLB , but even with these interventions , inflation has been persistently running below target levels in several countries in the aftermath of the crisis ."	""	""	"2024-04-23T02:29:46.326933Z"	""
